;Марка;Цена без НДС, руб./км;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 16x3x1,0kl5 690V;1621320,432;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 27x2x1,0kl5 690V;1825692,542;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 10x3x1,5kl5 690V;1463820,302;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 18x2x2,5kl5 690V;2794328,841;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x2x1,5kl5 690V;319933,8326;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x0,5kl5 690V;110761,2847;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x1,0kl5 690V;94304,54749;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x1,5kl5 690V;402941,9024;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x1,5kl5 690V;264464,23;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x3x0,5kl5 690V;745151,8387;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x2x2,5kl5 690V;648039,6261;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 9x1,5kl5 690V;452003,3206;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x2x0,75kl5 690V;289649,8079;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 24x2x1,5kl5 690V;2324965,153;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x2x1,0kl5 690V;368453,7013;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 10x3x2,5kl5 690V;2323544,81;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 18x3x0,75kl5 690V;1404163,819;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x2x2,5kl5 690V;805505,2632;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x3x0,75kl5 690V;259634,654;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 10x1,5kl5 690V;499062,2119;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x2x1,0kl5 690V;165651,5525;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 17x0,75kl5 690V;454502,9538;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x1,0kl5 690V;192816,1704;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 18x3x0,5kl5 690V;950144,0164;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 10x2,5kl5 690V;785422,7263;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x3x0,5kl5 690V;336991,1068;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x0,5kl5 690V;160991,6175;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x3x0,75kl5 690V;1106404,501;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 19x0,5kl5 690V;344170,5012;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x3x2,5kl5 690V;1184326,359;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 37x2x1,0kl5 690V;2468350,281;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x3x1,0kl5 690V;633589,7888;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 27x0,5kl5 690V;475771,7257;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x2x0,75kl5 690V;446924,651;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 30x2x2,5kl5 690V;4598144,04;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 37x1,0kl5 690V;1226271,572;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x2x0,5kl5 690V;238180,5176;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 27x1,5kl5 690V;1295208,837;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 10x2x0,5kl5 690V;373572,2692;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x2,5kl5 690V;480958,4694;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x2x1,0kl5 690V;299591,0483;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 16x3x0,5kl5 690V;844184,718;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x0,5kl5 690V;263033,7905;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x2,5kl5 690V;406100,6178;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 16x2x1,0kl5 690V;1104726,27;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x0,75kl5 690V;179163,192;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 24x3x1,0kl5 690V;2405841,567;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x1,5kl5 690V;311475,5333;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x2x2,5kl5 690V;2182584,383;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 30x2x1,5kl5 690V;2883585,822;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 18x2x0,75kl5 690V;959113,8187;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 19x2,5kl5 690V;1454304,847;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x2x2,5kl5 690V;491858,4708;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x3x0,5kl5 690V;130821,1209;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 12x0,75kl5 690V;328413,9236;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x0,75kl5 690V;77515,35786;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 27x2x0,75kl5 690V;1406684,334;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x2x1,5kl5 690V;223893,1231;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 30x2x1,0kl5 690V;2018574,529;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x1,5kl5 690V;689804,412;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 30x0,5kl5 690V;529210,1061;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x2x2,5kl5 690V;956884,7269;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 18x3x1,0kl5 690V;1814864,278;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 24x3x1,5kl5 690V;3450467,068;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 12x2,5kl5 690V;930568,1426;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 12x3x0,5kl5 690V;641135,5884;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x2,5kl5 690V;180843,0199;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 30x2x0,75kl5 690V;1554376,407;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x1,5kl5 690V;215214,5728;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 37x2x0,75kl5 690V;1908721,543;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x2,5kl5 690V;328079,6778;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x2x1,5kl5 690V;613263,4158;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 37x0,75kl5 690V;944642,0915;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x2x1,0kl5 690V;975179,5829;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x3x1,5kl5 690V;317742,8456;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 37x0,5kl5 690V;641063,6782;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x3x2,5kl5 690V;3246571,232;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x2x2,5kl5 690V;1265305,492;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 24x2x2,5kl5 690V;3699063,625;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 5x2x0,5kl5 690V;204109,1594;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x0,75kl5 690V;126921,6107;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 12x1,5kl5 690V;589085,9804;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 10x2x1,5kl5 690V;996442,5076;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x1,0kl5 690V;158761,1254;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 30x1,5kl5 690V;1431475,254;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 16x2x0,5kl5 690V;582421,3566;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 27x2x2,5kl5 690V;4148604,189;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 9x1,0kl5 690V;324079,341;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 30x2,5kl5 690V;2274296,406;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 24x3x2,5kl5 690V;5521313,668;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x1,0kl5 690V;486003,6285;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x2x1,0kl5 690V;233271,0959;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x3x1,0kl5 690V;330144,1894;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x0,75kl5 690V;379600,6344;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x0,5kl5 690V;75798,48154;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x2x1,5kl5 690V;801619,0195;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 16x3x1,5kl5 690V;2317604,325;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x1,5kl5 690V;123383,3463;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x0,5kl5 690V;93147,54831;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 16x3x2,5kl5 690V;3708613,499;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x2,5kl5 690V;627733,5461;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 17x1,5kl5 690V;829889,2898;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 12x2x1,5kl5 690V;1183333,694;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x2x0,75kl5 690V;752603,273;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x1,0kl5 690V;289879,0998;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 7x2x1,0kl5 690V;505378,1686;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x3x0,75kl5 690V;182619,719;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 10x1,0kl5 690V;357396,2199;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 12x3x1,5kl5 690V;1743279,751;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 24x2x1,0kl5 690V;1623022,764;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x3x1,5kl5 690V;601069,13;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x2x0,5kl5 690V;133338,2956;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x3x0,5kl5 690V;233605,0715;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 18x3x2,5kl5 690V;4161896,486;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 24x1,0kl5 690V;812903,9995;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 9x0,5kl5 690V;179478,1766;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x3x0,75kl5 690V;644342,3585;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x3x2,5kl5 690V;490274,8015;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 7x2,5kl5 690V;552371,0705;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 12x3x2,5kl5 690V;2773852,924;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x2,5kl5 690V;253710,997;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x2x0,5kl5 690V;515843,5398;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 12x1,0kl5 690V;419580,491;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x1,0kl5 690V;126245,5029;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 16x2x1,5kl5 690V;1566872,681;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 7x2x0,75kl5 690V;391132,8408;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x3x1,0kl5 690V;428542,2351;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 24x2,5kl5 690V;1835777,651;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 14x2,5kl5 690V;1084980,19;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x1,5kl5 690V;168964,3329;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 10x2x0,75kl5 690V;547712,7325;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x3x2,5kl5 690V;1870103,164;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 6x2x1,0kl5 690V;439823,7755;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 19x1,0kl5 690V;649595,7057;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x2x0,75kl5 690V;185113,3085;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 3x3x0,5kl5 690V;182853,2366;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 2x2x2,5kl5 690V;339055,6431;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 30x0,75kl5 690V;776200,9068;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 4x3x0,75kl5 690V;335320,8112;
15.07.2021;ATOMKIP-KUPsOfVng(A)-LS 8x0,75kl5 690V;228095,1621;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x3x2,5kl5 690V;2564038,024;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 27x2x1,0kl5 690V;2121871,432;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x1,5kl5 690V;1626786,93;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x2x1,0kl5 690V;1035789,422;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x1,5kl5 690V;193810,0144;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 19x0,5kl5 690V;453169,0414;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x2x1,0kl5 690V;584492,2067;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 8x2x1,5kl5 690V;975675,2151;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x2x0,5kl5 690V;258681,4944;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 8x3x0,75kl5 690V;796721,759;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 16x3x0,75kl5 690V;1467662,446;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 7x0,5kl5 690V;216412,6003;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x3x1,5kl5 690V;417956,1865;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x2,5kl5 690V;2494865,104;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x1,0kl5 690V;197813,8152;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 17x0,5kl5 690V;422281,4825;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x0,5kl5 690V;669356,5755;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x0,5kl5 690V;201242,0155;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x1,0kl5 690V;614335,2382;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 18x3x0,75kl5 690V;1626435,561;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x0,5kl5 690V;321309,8544;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 8x0,75kl5 690V;315021,168;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x3x1,5kl5 690V;2286719,689;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x2x1,0kl5 690V;2327942,09;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x2x1,0kl5 690V;253699,3027;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x2x0,5kl5 690V;212750,735;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x2x0,75kl5 690V;815075,3076;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x3x0,75kl5 690V;1132319,72;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 17x1,0kl5 690V;734061,1414;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x2x2,5kl5 690V;1125644,876;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x3x0,5kl5 690V;269527,6922;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 24x2,5kl5 690V;2044961,648;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 18x3x0,5kl5 690V;1146096,128;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 24x3x0,75kl5 690V;2108259,335;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 37x2,5kl5 690V;3030651,389;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x1,0kl5 690V;233729,8026;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x3x0,5kl5 690V;451716,2697;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 37x2x0,5kl5 690V;1538397,171;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 37x1,0kl5 690V;1423910,046;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 19x1,5kl5 690V;1076286,973;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x2x1,0kl5 690V;1190143,711;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x2x1,5kl5 690V;3219879,447;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x3x2,5kl5 690V;1352195,407;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 7x2,5kl5 690V;658709,1563;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x2x0,75kl5 690V;1817162,627;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 7x2x1,5kl5 690V;870673,867;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x3x1,0kl5 690V;1438315,391;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 27x2,5kl5 690V;2267346,279;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x0,5kl5 690V;109709,6571;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 9x1,5kl5 690V;567842,1695;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x3x2,5kl5 690V;3031649,926;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 18x3x1,5kl5 690V;2879059,733;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x2x1,0kl5 690V;415573,2998;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x2x2,5kl5 690V;1785902,275;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 19x0,75kl5 690V;624303,1839;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 8x2x2,5kl5 690V;1461586,665;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x2x0,75kl5 690V;942381,4791;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x0,75kl5 690V;195512,9116;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x1,5kl5 690V;293951,4205;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 27x2x1,5kl5 690V;2919487,241;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x3x0,75kl5 690V;533303,2603;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x2x0,75kl5 690V;339479,8564;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x2x2,5kl5 690V;4974843,332;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 27x2x2,5kl5 690V;4507812,019;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x3x1,5kl5 690V;905300,9011;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x2,5kl5 690V;255811,648;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 16x3x1,5kl5 690V;2580576,867;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x2x2,5kl5 690V;443072,0899;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x3x1,5kl5 690V;742365,5967;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x3x0,5kl5 690V;393622,3274;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x3x2,5kl5 690V;1601437,239;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 17x0,75kl5 690V;577356,1992;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x2x0,5kl5 690V;596310,3094;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 24x2x1,5kl5 690V;2624651,991;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x2x2,5kl5 690V;964642,3261;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x1,5kl5 690V;242317,7711;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x2,5kl5 690V;1242590,458;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x0,75kl5 690V;227684,7558;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 16x2x0,75kl5 690V;1054270,773;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x2x1,5kl5 690V;428799,4361;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 37x2x0,75kl5 690V;2204019,16;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 27x0,75kl5 690V;856313,1865;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 24x2x1,0kl5 690V;1902432,267;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x0,75kl5 690V;935163,4395;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x3x0,5kl5 690V;691731,9087;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x3x1,0kl5 690V;1225513,653;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x1,5kl5 690V;717140,3663;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x2x2,5kl5 690V;791065,9656;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 24x0,75kl5 690V;782238,4849;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 8x2x1,0kl5 690V;733481,8065;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x1,5kl5 690V;829362,825;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x1,0kl5 690V;473235,0441;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x2x0,75kl5 690V;462374,8181;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x3x0,5kl5 690V;204651,1512;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x0,5kl5 690V;363138,4922;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x3x2,5kl5 690V;3528831,86;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 24x2x0,5kl5 690V;1064264,564;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x3x1,5kl5 690V;1674704,125;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 16x3x0,5kl5 690V;1034536,436;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x0,5kl5 690V;131724,2112;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x0,5kl5 690V;151956,6121;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 8x0,5kl5 690V;236503,5149;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 16x2x0,5kl5 690V;750989,1641;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x0,75kl5 690V;257226,4133;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x2,5kl5 690V;506965,8179;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 27x0,5kl5 690V;615742,5103;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 19x1,0kl5 690V;795340,0375;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x2x1,0kl5 690V;497594,6503;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 24x2x0,75kl5 690V;1499392,732;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x3x0,75kl5 690V;961013,9713;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x3x0,5kl5 690V;802090,3541;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x2x0,75kl5 690V;401911,5261;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 37x2x2,5kl5 690V;6075931,077;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x3x2,5kl5 690V;1101847,383;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x3x2,5kl5 690V;857914,3728;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 14x2x2,5kl5 690V;2441212,491;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x2,5kl5 690V;332860,3638;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x0,75kl5 690V;382485,0495;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x3x0,75kl5 690V;442550,7843;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 10x2x1,0kl5 690V;880212,784;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 37x0,75kl5 690V;1112534,111;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 37x2x1,0kl5 690V;2814707,839;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 3x2x1,0kl5 690V;337287,5673;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 5x1,5kl5 690V;353916,4516;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 12x2x1,5kl5 690V;1395148,05;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 30x2x0,5kl5 690V;1281996,336;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 24x1,0kl5 690V;981489,545;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x2x0,75kl5 690V;208521,2046;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x3x0,75kl5 690V;262603,4351;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 7x0,75kl5 690V;280294,069;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 4x2x1,5kl5 690V;537352,3152;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x2x0,5kl5 690V;344911,0013;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 7x1,0kl5 690V;348175,6042;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x3x0,75kl5 690V;629924,5332;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 2x2x1,5kl5 690V;316826,1693;
15.07.2021;ATOMKIP-KUPsOfmPng(A)-HF 6x2,5kl5 690V;587296,5552;
